-467.89,1431.55,79.92
-421.87,1431.55,67.09
-398.74,1431.55,61.12
-352.25,1431.55,50.10
-328.91,1431.55,45.05
-282.02,1431.55,35.87
-258.50,1431.55,31.74
-234.92,1431.55,27.91
-187.62,1431.55,21.20
-163.90,1431.55,18.30
-116.38,1431.55,13.45
-68.74,1431.55,9.83
-44.89,1431.55,8.50
2.86,1431.55,6.76
26.74,1431.55,6.36
50.63,1431.55,6.27
98.40,1431.55,7.04
122.27,1431.55,7.89
168.80,1431.55,10.45
210.73,1431.55,13.77
230.06,1431.55,15.64
265.65,1431.55,19.61
281.99,1431.55,21.67
311.92,1431.55,25.84
325.59,1431.55,27.91
338.43,1431.55,29.95
361.81,1431.55,33.91
382.32,1431.55,37.65
391.57,1431.55,39.41
400.20,1431.55,41.10
415.70,1431.55,44.24
429.05,1431.55,47.06
434.98,1431.55,48.34
445.49,1431.55,50.67
450.11,1431.55,51.72
454.35,1431.55,52.69
461.75,1431.55,54.41
464.96,1431.55,55.16
470.49,1431.55,56.48
472.85,1431.55,57.04
476.85,1431.55,58.01
480.01,1431.55,58.79
481.32,1431.55,59.11
483.46,1431.55,59.64
483.46,1431.54,59.64
483.46,1431.52,59.64
483.46,1431.46,59.64
483.46,1431.41,59.64
483.46,1431.28,59.64
483.46,1431.20,59.64
483.46,1431.02,59.64
483.46,1430.80,59.64
483.46,1430.67,59.64
483.46,1430.53,59.64
483.46,1430.39,59.64
483.46,1430.07,59.64
483.46,1429.71,59.64
483.46,1429.51,59.64
483.46,1429.09,59.64
483.46,1428.87,59.64
483.46,1428.39,59.64
483.46,1427.88,59.64
483.46,1427.61,59.64
483.46,1427.32,59.64
483.46,1427.03,59.64
483.46,1426.42,59.64
483.46,1425.77,59.64
483.46,1425.43,59.64
483.46,1424.72,59.64
483.46,1424.35,59.64
483.46,1423.58,59.64
483.46,1422.77,59.64
483.46,1422.36,59.64
483.46,1421.93,59.64
483.46,1421.04,59.64
483.46,1420.59,59.64
483.46,1419.64,59.64
483.46,1419.16,59.64
483.46,1418.16,59.64
